ID,Commodity,Month/Year,Month,Year,Average Price,Month-on-Month,Year-on-Year,Lowest State,Lowest Price,Highest State,Highest Price
1003,"Beans brown,sold loose",Dec-22,December,2022,586.14,1.31,18.45,Ebonyi ,901.74,Kebbi ,368.56
1004,Beans:white black eye. sold loose,Dec-22,December,2022,568.34,1.91,18.21,Ebonyi ,805.9,Benue ,389.11
1005,Beef Bone in,Dec-22,December,2022,1795.01,2.14,29.51,Sokoto ,2250,Osun ,1360.85
1006,"Beef,boneless",Dec-22,December,2022,2377.29,1.7,28.75,Abia ,2989.29,Kogi ,1626.08
1007,Bread sliced 500g,Dec-22,December,2022,537.89,1.67,31.85,Abia ,730.78,Plateau ,335
1008,Bread unsliced 500g,Dec-22,December,2022,496.35,0.88,33.41,Abuja ,705,Akwa Ibom ,275.94
1009,Broken Rice (Ofada),Dec-22,December,2022,560.7,2.01,16.76,Lagos ,830.9,Benue ,423.33
1010,Catfish (obokun) fresh,Dec-22,December,2022,1534.5,1.34,19.48,Imo ,2872,Kogi ,830
1011,Catfish :dried,Dec-22,December,2022,2311.53,0.02,17.12,Anambra ,4375,Taraba ,1425.68
1012,Catfish Smoked,Dec-22,December,2022,1897.87,1.41,13.42,Ogun ,2717.14,Benue ,1462
1013,Chicken Feet,Dec-22,December,2022,1073.41,2.16,21.44,Enugu ,2075,Taraba ,381
1014,Chicken Wings,Dec-22,December,2022,1382.31,1.15,15.43,Edo ,2480.19,Taraba ,575
1015,Dried Fish Sardine,Dec-22,December,2022,1910.16,1.35,15.94,Anambra ,3326.24,Ondo ,1394.49
1016,Evaporated tinned milk carnation 170g,Dec-22,December,2022,281.35,2.76,41.16,Ogun ,371,Plateau ,200.28
1017,"Evaporated tinned milk(peak), 170g",Dec-22,December,2022,340.01,3.9,44.81,Anambra ,400,Bauchi ,268.57
1018,Frozen chicken,Dec-22,December,2022,2694.6,1.61,19.4,Enugu ,4285.71,Taraba ,1645
1019,"Gari white,sold loose",Dec-22,December,2022,332.95,2.19,11.16,Enugu ,449,Osun ,260.28
1020,"Gari yellow,sold loose",Dec-22,December,2022,368.24,2.26,11.43,Lagos ,474.54,Osun ,240.49
1021,"Groundnut oil: 1 bottle, specify bottle",Dec-22,December,2022,1225.46,2.17,32.67,Ebonyi ,2095,Kogi ,696.67
1022,Iced Sardine,Dec-22,December,2022,1590.4,0.57,27.23,Imo ,2795.77,Osun ,1210.82
1023,Irish potato,Dec-22,December,2022,541.57,1.94,30.55,Ebonyi ,1055.07,Kogi ,200
1024,Mackerel : frozen,Dec-22,December,2022,1597.67,1.72,20.83,Ebonyi ,2544.44,Benue ,1118
1025,Maize grain white sold loose,Dec-22,December,2022,323.64,1.82,17.63,Cross River ,471.28,Benue ,230.08
1026,Maize grain yellow sold loose,Dec-22,December,2022,329.05,3.57,19.92,Akwa Ibom ,478.3,Zamfara ,238.11
1027,Mudfish (aro) fresh,Dec-22,December,2022,1400.74,1.69,12.61,Abuja ,2284,Bauchi ,786.67
1028,Mudfish : dried,Dec-22,December,2022,2239.16,1.55,16.15,Abia ,3835.23,Kebbi ,1381.55
1029,Onion bulb,Dec-22,December,2022,435.93,2.4,25.64,Cross River ,1013.96,Kogi ,198.12
1030,"Palm oil: 1 bottle,specify bottle",Dec-22,December,2022,1024.13,1.74,28.73,Delta ,1333.13,Kwara ,689.55
1031,Plantain(ripe),Dec-22,December,2022,376.24,1.99,31.73,Imo ,690.08,Taraba ,190.21
1032,Plantain(unripe),Dec-22,December,2022,347.68,2.03,33.13,Bayelsa ,539.48,Taraba ,206.36
1033,Rice agric sold loose,Dec-22,December,2022,586.72,1.91,23.15,Akwa Ibom ,804.63,Kebbi ,447.19
1034,Rice local sold loose,Dec-22,December,2022,506.17,1.07,19.21,Rivers ,655.92,Jigawa ,386.01
1035,Rice Medium Grained,Dec-22,December,2022,569.46,1.49,19.38,Rivers ,795.73,Kogi ,429
1036,"Rice,imported high quality sold loose",Dec-22,December,2022,724.41,2.88,26.73,Rivers ,915.45,Plateau ,591.97
1037,Sweet potato,Dec-22,December,2022,269.23,1.63,25.55,Lagos ,407.57,Benue ,150.9
1038,Tilapia fish (epiya) fresh,Dec-22,December,2022,1255.88,1.37,12.45,Abuja ,2300,Adamawa ,433.33
1039,Titus:frozen,Dec-22,December,2022,1725.08,1.82,17.87,Rivers ,2756.81,Kwara ,1066.67
1040,Tomato,Dec-22,December,2022,458.42,0.72,28.4,Delta ,851.02,Taraba ,170
1041,"Vegetable oil:1 bottle,specify bottle",Dec-22,December,2022,1161.76,1.64,29.6,Imo ,1597.22,Benue ,702.78
1042,Wheat flour: prepacked (golden penny 2kg),Dec-22,December,2022,1203.88,1.19,24.44,Imo ,1495.67,Kogi ,977
1043,Yam tuber,Dec-22,December,2022,425.48,1.04,29.42,Akwa Ibom ,850.23,Benue ,180.76
