ID,Commodity,Month/Year,Month,Year,Average Price,Month-on-Month,Year-on-Year,Lowest State,Lowest Price,Highest State,Highest Price
1026,Maize grain yellow sold loose,Jun-23,June,2023,388.25,7.99,20.93,Bayelsa ,630,Kaduna ,252.69
1027,Mudfish (aro) fresh,Jun-23,June,2023,1562.36,5.41,16.92,Edo ,2366.67,Kogi ,908.82
1028,Mudfish : dried,Jun-23,June,2023,2388.39,3.8,14.44,Abia ,4206.49,Kebbi ,1580
1029,Onion bulb,Jun-23,June,2023,491.04,8.19,24.84,Cross River ,968.15,Zamfara ,286.13
1030,"Palm oil: 1 bottle,specify bottle",Jun-23,June,2023,1174.2,5.86,34.83,Osun ,1390,Kogi ,884.78
1031,Plantain(ripe),Jun-23,June,2023,450.19,5.73,38.13,Imo ,770.11,Taraba ,250
1032,Plantain(unripe),Jun-23,June,2023,408.69,5.68,34.91,Anambra ,608.97,Taraba ,260
1033,Rice agric sold loose,Jun-23,June,2023,677.16,5.75,30.93,Rivers ,1136.36,Kebbi ,462.92
1034,Rice local sold loose,Jun-23,June,2023,608.2,9.55,32.17,Ondo ,826.09,Jigawa ,420.86
1035,Rice Medium Grained,Jun-23,June,2023,667.51,8.48,30.39,Akwa Ibom ,920,Ebonyi ,500.08
1036,"Rice,imported high quality sold loose",Jun-23,June,2023,839.84,5.91,32.01,Rivers ,1181.82,Sokoto ,693.33
1037,Sweet potato,Jun-23,June,2023,318.53,7.12,28.49,Lagos ,486.44,Benue ,211.59
1038,Tilapia fish (epiya) fresh,Jun-23,June,2023,1383.16,6.07,16.29,Edo ,2433.33,Bauchi ,539.74
1039,Titus:frozen,Jun-23,June,2023,1900.12,4.44,18.43,Cross River ,2844.44,Kwara ,1213.92
1040,Tomato,Jun-23,June,2023,547.28,9.82,24.86,Akwa Ibom ,1013.9,Kogi ,217.37
1041,"Vegetable oil:1 bottle,specify bottle",Jun-23,June,2023,1322.24,4.69,29.85,Abia ,1721.33,Kwara ,845.32
1042,Wheat flour: prepacked (golden penny 2kg),Jun-23,June,2023,1380.45,4.95,28,Rivers ,1718.18,Kwara ,1188.3
1043,Yam tuber,Jun-23,June,2023,510.77,11.7,32.85,Akwa Ibom ,985.04,Adamawa ,249.82
1001,Agric eggs medium size,Jul-23,July,2023,1006.64,2.01,39.53,Enugu ,1301.74,Kogi ,778
1002,Agric eggs(medium size price of one),Jul-23,July,2023,93.01,1.7,30.94,Imo ,110.47,Kwara ,76
1003,"Beans brown,sold loose",Jul-23,July,2023,673.53,3.44,19.73,Ebonyi ,1022.45,Katsina ,474.99
1004,Beans:white black eye. sold loose,Jul-23,July,2023,652.61,4.79,19.23,Imo ,1221.5,Katsina ,461.92
1005,Beef Bone in,Jul-23,July,2023,2128.19,3.55,33.92,Edo ,2723.69,Kogi ,1524.29
1006,"Beef,boneless",Jul-23,July,2023,2758.13,3.96,30.17,Anambra ,3500.84,Kogi ,1812.44
1007,Bread sliced 500g,Jul-23,July,2023,651.78,2.78,34.04,Abia ,846.88,Yobe ,466.25
1008,Bread unsliced 500g,Jul-23,July,2023,607.27,2.31,35.81,Delta ,863,Akwa Ibom ,436.36
1009,Broken Rice (Ofada),Jul-23,July,2023,679.22,5.66,26.76,Ogun ,1098.57,Benue ,498.21
1010,Catfish (obokun) fresh,Jul-23,July,2023,1761.38,3.93,23.47,Enugu ,3266.67,Kogi ,906
1011,Catfish :dried,Jul-23,July,2023,2559.26,2.73,17.66,Enugu ,5006.93,Kogi ,1670
1012,Catfish Smoked,Jul-23,July,2023,2108.93,2.89,17.83,Enugu ,3066.67,Kaduna ,1598
1013,Chicken Feet,Jul-23,July,2023,1234.71,2.78,25.06,Enugu ,2223,Taraba ,444.02
1014,Chicken Wings,Jul-23,July,2023,1566.2,1.24,19.71,Edo ,2700,Taraba ,644.32
1015,Dried Fish Sardine,Jul-23,July,2023,2181.12,2.44,20.67,Anambra ,3883.33,Akwa Ibom ,1424.07
1016,Evaporated tinned milk carnation 170g,Jul-23,July,2023,401.68,10.4,72.81,Ebonyi ,455,Bayelsa ,300
1017,"Evaporated tinned milk(peak), 170g",Jul-23,July,2023,485.8,9.19,76.15,Delta ,550,Abuja ,388.71
1018,Frozen chicken,Jul-23,July,2023,3098.34,1.14,24.49,Enugu ,5500,Taraba ,2000.4
1019,"Gari white,sold loose",Jul-23,July,2023,429.89,6.63,33.02,Ebonyi ,550.74,Kwara ,308.47
1020,"Gari yellow,sold loose",Jul-23,July,2023,459.7,7.13,32.95,Ogun ,634.2,Kwara ,313.02
1021,"Groundnut oil: 1 bottle, specify bottle",Jul-23,July,2023,1419.79,2.32,31.69,Ebonyi ,2250.36,Benue ,863.67
1022,Iced Sardine,Jul-23,July,2023,1806,2.57,27.11,Imo ,3000.47,Zamfara ,1296
1023,Irish potato,Jul-23,July,2023,643.47,3.16,32.37,Lagos ,1283.81,Kogi ,304.94
1024,Mackerel : frozen,Jul-23,July,2023,1803.23,2.05,20.55,Abia ,2893.9,Benue ,1293
1025,Maize grain white sold loose,Jul-23,July,2023,536.74,41.73,70.38,Enugu ,605.58,Kwara ,360.45
1026,Maize grain yellow sold loose,Jul-23,July,2023,537.36,38.4,69.75,Cross River ,604.32,Kwara ,422.83
1027,Mudfish (aro) fresh,Jul-23,July,2023,1611.84,3.17,21.4,Edo ,2500,Kogi ,913
1028,Mudfish : dried,Jul-23,July,2023,2438.01,2.08,16.09,Abia ,4621.39,Kebbi ,1592
1029,Onion bulb,Jul-23,July,2023,502.73,2.38,26.65,Abia ,819,Kano ,297.41
1030,"Palm oil: 1 bottle,specify bottle",Jul-23,July,2023,1208.62,2.93,35.7,Ogun ,1480,Kogi ,890.22
1031,Plantain(ripe),Jul-23,July,2023,585.78,30.12,75.29,Imo ,851.97,Kwara ,320
1032,Plantain(unripe),Jul-23,July,2023,549.94,34.56,77.84,Anambra ,705.56,Kwara ,315
1033,Rice agric sold loose,Jul-23,July,2023,706.59,4.35,34.27,Rivers ,980.52,Jigawa ,534
1034,Rice local sold loose,Jul-23,July,2023,653.49,7.45,39.69,Ondo ,853.36,Benue ,505.06
1035,Rice Medium Grained,Jul-23,July,2023,699.06,4.73,34.34,Rivers ,903.41,Kwara ,574
1036,"Rice,imported high quality sold loose",Jul-23,July,2023,869.77,3.56,33.8,Enugu ,1156.71,Plateau ,730
1037,Sweet potato,Jul-23,July,2023,339.63,6.62,35.46,Lagos ,535.69,Benue ,213.51
1038,Tilapia fish (epiya) fresh,Jul-23,July,2023,1437.84,3.95,20.38,Bayelsa ,2666.94,Kogi ,608
1039,Titus:frozen,Jul-23,July,2023,1959.41,3.12,19.66,Abia ,2869.09,Kwara ,1220
1040,Tomato,Jul-23,July,2023,557.96,1.95,24.88,Akwa Ibom ,1001.73,Kogi ,220
1041,"Vegetable oil:1 bottle,specify bottle",Jul-23,July,2023,1365.17,3.25,31.07,Abia ,1810,Kwara ,852
1042,Wheat flour: prepacked (golden penny 2kg),Jul-23,July,2023,1419.14,2.8,29.63,Rivers ,1721,Kogi ,1200
1043,Yam tuber,Jul-23,July,2023,539.41,5.61,38.4,Akwa Ibom ,999.61,Adamawa ,281.33
1001,Agric eggs medium size,Aug-23,August,2023,1031.55,2.47,40.62,Enugu ,1315,Benue ,803.33
1002,Agric eggs(medium size price of one),Aug-23,August,2023,95.1,2.24,29.71,Imo ,112.33,Kwara ,83
1003,"Beans brown,sold loose",Aug-23,August,2023,692.95,2.88,27,Imo ,1087.14,Kogi ,480.35
1004,Beans:white black eye. sold loose,Aug-23,August,2023,668.22,2.39,28.52,Imo ,1292.4,Benue ,435.26
1005,Beef Bone in,Aug-23,August,2023,2158.12,1.41,34.02,Edo ,2767.54,Kogi ,1583.33
1006,"Beef,boneless",Aug-23,August,2023,2799.51,1.5,30.75,Anambra ,3790.02,Kogi ,1835.71
1007,Bread sliced 500g,Aug-23,August,2023,684.85,5.07,40.3,Delta ,966.67,Yobe ,477.6
1008,Bread unsliced 500g,Aug-23,August,2023,641.88,5.7,41.36,Delta ,922.22,Yobe ,487.61
1009,Broken Rice (Ofada),Aug-23,August,2023,719.77,5.97,38.13,Ogun ,1176.67,Benue ,502.96
1010,Catfish (obokun) fresh,Aug-23,August,2023,1800.63,2.23,25.33,Enugu ,3337.79,Kogi ,937
1011,Catfish :dried,Aug-23,August,2023,2650,3.55,22.13,Enugu ,5252.82,Jigawa ,1675
1012,Catfish Smoked,Aug-23,August,2023,2162.49,2.54,20.32,Imo ,3258.43,Kaduna ,1600
1013,Chicken Feet,Aug-23,August,2023,1281.55,3.79,28.43,Enugu ,2250,Kogi ,500
1014,Chicken Wings,Aug-23,August,2023,1598.87,2.09,20.19,Enugu ,2537.18,Kogi ,760
1015,Dried Fish Sardine,Aug-23,August,2023,2226.93,2.1,22.57,Anambra ,3896.67,Akwa Ibom ,1230.77
1016,Evaporated tinned milk carnation 170g,Aug-23,August,2023,431.28,7.37,81.69,Ebonyi ,500,Abuja ,354
1017,"Evaporated tinned milk(peak), 170g",Aug-23,August,2023,499.58,2.84,76.61,Ebonyi ,570,Abuja ,400
1018,Frozen chicken,Aug-23,August,2023,3144.1,1.48,24.2,Enugu ,5610.38,Taraba ,2082.45
1019,"Gari white,sold loose",Aug-23,August,2023,456.32,6.15,49.16,Cross River ,574.31,Kwara ,336.64
1020,"Gari yellow,sold loose",Aug-23,August,2023,484.22,5.33,41.85,Ogun ,670.19,Kwara ,334.51
1021,"Groundnut oil: 1 bottle, specify bottle",Aug-23,August,2023,1470.64,3.58,35.21,Ebonyi ,2333.33,Benue ,873.33
1022,Iced Sardine,Aug-23,August,2023,1830.79,1.37,27.25,Imo ,3204.21,Oyo ,1319.11
1023,Irish potato,Aug-23,August,2023,673.96,4.74,39.82,Lagos ,1366.86,Kogi ,323.96
1024,Mackerel : frozen,Aug-23,August,2023,1848.43,2.51,22.66,Abia ,2936.2,Benue ,1300
1025,Maize grain white sold loose,Aug-23,August,2023,580.09,8.08,93.04,Abia ,703.07,Kwara ,374.75
1026,Maize grain yellow sold loose,Aug-23,August,2023,583.72,8.63,90.16,Abia ,720.77,Niger ,455.57
1027,Mudfish (aro) fresh,Aug-23,August,2023,1667.35,3.44,24.04,Edo ,2566.18,Benue ,945
1028,Mudfish : dried,Aug-23,August,2023,2535.05,3.98,19.96,Abia ,4750,Kebbi ,1600
1029,Onion bulb,Aug-23,August,2023,513.29,2.1,30.54,Lagos ,847.83,Kano ,300.46
1030,"Palm oil: 1 bottle,specify bottle",Aug-23,August,2023,1238.56,2.48,38.13,Ogun ,1525.49,Kwara ,920
1031,Plantain(ripe),Aug-23,August,2023,593.24,1.27,77.13,Imo ,902.22,Kwara ,356.79
1032,Plantain(unripe),Aug-23,August,2023,556.94,1.27,78.61,Anambra ,713.34,Kwara ,345
1033,Rice agric sold loose,Aug-23,August,2023,774.42,9.6,44.66,Rivers ,1036.36,Benue ,569.26
1034,Rice local sold loose,Aug-23,August,2023,738.74,13.04,62.68,Ondo ,903.26,Benue ,529.72
1035,Rice Medium Grained,Aug-23,August,2023,788.24,12.76,51.53,Rivers ,1058.44,Plateau ,592.22
1036,"Rice,imported high quality sold loose",Aug-23,August,2023,957.47,10.08,46.34,Imo ,1331.03,Plateau ,753.21
1037,Sweet potato,Aug-23,August,2023,360.53,6.15,45.05,Edo ,641.09,Benue ,223.05
1038,Tilapia fish (epiya) fresh,Aug-23,August,2023,1479.3,2.88,24.05,Edo ,3277.78,Kogi ,620.33
1039,Titus:frozen,Aug-23,August,2023,1997.63,1.95,21.16,Abia ,2922.64,Kwara ,1250
1040,Tomato,Aug-23,August,2023,554.37,-0.64,25.11,Ondo ,956.96,Kogi ,255.44
1041,"Vegetable oil:1 bottle,specify bottle",Aug-23,August,2023,1389.14,1.76,32.36,Abia ,1816.67,Kwara ,946
1042,Wheat flour: prepacked (golden penny 2kg),Aug-23,August,2023,1487.88,4.84,34.44,Abia ,1800,Kogi ,1230
1043,Yam tuber,Aug-23,August,2023,576.39,6.86,42.8,Akwa Ibom ,1030.71,Gombe ,328.71
1001,Agric eggs medium size,Sep-23,September,2023,1047.47,1.54,39.22,Enugu ,1330.95,Benue ,810.46
1002,Agric eggs(medium size price of one),Sep-23,September,2023,96,0.95,27.88,Imo ,115.3,Plateau ,83.08
1003,"Beans brown,sold loose",Sep-23,September,2023,716.97,3.47,28.76,Imo ,1090.23,Kogi ,485.64
1004,Beans:white black eye. sold loose,Sep-23,September,2023,691.46,3.48,27.3,Imo ,1299.61,Benue ,442.94
1005,Beef Bone in,Sep-23,September,2023,2174.24,0.75,31.68,Edo ,2644.9,Kogi ,1592.5
1006,"Beef,boneless",Sep-23,September,2023,2816.91,0.62,28.08,Anambra ,3800.42,Kogi ,1845.29
1007,Bread sliced 500g,Sep-23,September,2023,708.36,3.43,38.42,Delta ,1038.89,Yobe ,485
1008,Bread unsliced 500g,Sep-23,September,2023,661.75,3.1,38.56,Delta ,962.22,Yobe ,487.78
1009,Broken Rice (Ofada),Sep-23,September,2023,752.97,4.61,39.7,Ogun ,1213.78,Benue ,510.89
1010,Catfish (obokun) fresh,Sep-23,September,2023,1823.06,1.25,24.99,Enugu ,3345,Kogi ,946
1011,Catfish :dried,Sep-23,September,2023,2684.94,1.32,22.57,Enugu ,5263.88,Jigawa ,1600
1012,Catfish Smoked,Sep-23,September,2023,2196.1,1.55,20.24,Cross River ,3273.81,Kaduna ,1598
1013,Chicken Feet,Sep-23,September,2023,1308.82,2.13,28.31,Enugu ,2264,Kogi ,510
1014,Chicken Wings,Sep-23,September,2023,1630.58,1.98,21.79,Edo ,2650,Taraba ,695.87
1015,Dried Fish Sardine,Sep-23,September,2023,2248.21,0.96,21.29,Anambra ,3900,Akwa Ibom ,1290
1016,Evaporated tinned milk carnation 170g,Sep-23,September,2023,444.18,2.99,76.51,Ebonyi ,521,Kogi ,362
1017,"Evaporated tinned milk(peak), 170g",Sep-23,September,2023,508.39,1.76,72.17,Abia ,600.12,Kogi ,408.33
1018,Frozen chicken,Sep-23,September,2023,3176.69,1.04,23.62,Enugu ,5620,Kwara ,2130.33
1019,"Gari white,sold loose",Sep-23,September,2023,467.89,2.54,51.09,Ogun ,589.38,Kwara ,342.2
1020,"Gari yellow,sold loose",Sep-23,September,2023,496.17,2.47,43.75,Ogun ,676.73,Kwara ,343.38
1021,"Groundnut oil: 1 bottle, specify bottle",Sep-23,September,2023,1496.17,1.74,34.39,Ebonyi ,2400,Benue ,880.67
1022,Iced Sardine,Sep-23,September,2023,1870.34,2.16,26.06,Imo ,3209.24,Benue ,1300.03
1023,Irish potato,Sep-23,September,2023,687.87,2.06,42.02,Lagos ,1358.57,Yobe ,334.71
1024,Mackerel : frozen,Sep-23,September,2023,1876.82,1.54,22.02,Ebonyi ,3149.12,Benue ,1310
1025,Maize grain white sold loose,Sep-23,September,2023,566.93,-2.27,87.73,Enugu ,702.97,Kwara ,362.62
1026,Maize grain yellow sold loose,Sep-23,September,2023,563.87,-3.4,84.74,Enugu ,707.22,Niger ,418.96
1027,Mudfish (aro) fresh,Sep-23,September,2023,1680.93,0.81,23.33,Edo ,2750,Niger ,900.67
1028,Mudfish : dried,Sep-23,September,2023,2566.09,1.22,18.9,Abia ,4838.46,Jigawa ,1625
1029,Onion bulb,Sep-23,September,2023,515.59,0.45,29.81,Abia ,862.35,Nasarawa ,295.73
1030,"Palm oil: 1 bottle,specify bottle",Sep-23,September,2023,1262.67,1.95,36.16,Ogun ,1554.39,Kwara ,930.78
1031,Plantain(ripe),Sep-23,September,2023,586.43,-1.15,69.54,Imo ,981.97,Kwara ,346.29
1032,Plantain(unripe),Sep-23,September,2023,543.97,-2.33,68.21,Imo ,727.87,Kwara ,342.33
1033,Rice agric sold loose,Sep-23,September,2023,797.98,3.04,44.44,Rivers ,1136.36,Benue ,576.91
1034,Rice local sold loose,Sep-23,September,2023,757.06,2.48,60.59,Rivers ,931.82,Benue ,539.35
1035,Rice Medium Grained,Sep-23,September,2023,806.91,2.37,51.56,Rivers ,1096.59,Plateau ,602.67
1036,"Rice,imported high quality sold loose",Sep-23,September,2023,982.07,2.57,46.9,Imo ,1346.98,Benue ,780
1037,Sweet potato,Sep-23,September,2023,359.7,-0.23,40.93,Edo ,657.14,Benue ,235.81
1038,Tilapia fish (epiya) fresh,Sep-23,September,2023,1501.36,1.49,23.39,Edo ,3333.33,Kogi ,630
1039,Titus:frozen,Sep-23,September,2023,2045.95,2.42,22.41,Abia ,2999.58,Kwara ,1260
1040,Tomato,Sep-23,September,2023,565.69,2.04,27.09,Ondo ,970.68,Kogi ,261.91
1041,"Vegetable oil:1 bottle,specify bottle",Sep-23,September,2023,1414.01,1.79,31.43,Rivers ,1873.33,Kwara ,950.11
1042,Wheat flour: prepacked (golden penny 2kg),Sep-23,September,2023,1515.88,1.88,35.19,Abia ,1814.29,Kogi ,1240.71
1043,Yam tuber,Sep-23,September,2023,593.83,3.03,45.11,Akwa Ibom ,1088.57,Plateau ,320.34
1001,Agric eggs medium size,Oct-23,October,2023,1112.22,6.18,43.49,Enugu ,1335.24,Taraba ,812.47
1002,Agric eggs(medium size price of one),Oct-23,October,2023,103.93,8.27,33.86,Edo ,158.33,Plateau ,91.76
1003,"Beans brown,sold loose",Oct-23,October,2023,790.01,10.19,39.9,Imo ,1095.84,Taraba ,550.59
1004,Beans:white black eye. sold loose,Oct-23,October,2023,770.13,11.38,40.69,Imo ,1300.44,Sokoto ,549.15
1005,Beef Bone in,Oct-23,October,2023,2557.8,17.64,50.76,Edo ,3390.67,Katsina ,2068.33
1006,"Beef,boneless",Oct-23,October,2023,2948.03,4.65,30.08,Anambra ,3831.48,Kogi ,2362.5
1007,Bread sliced 500g,Oct-23,October,2023,760.82,7.41,45.43,Delta ,1075,Yobe ,505.8
1008,Bread unsliced 500g,Oct-23,October,2023,736.68,11.32,52.69,Delta ,1075,Yobe ,500.25
1009,Broken Rice (Ofada),Oct-23,October,2023,811.83,7.82,50.84,Ogun ,1288.37,Nassarawa ,600
1010,Catfish (obokun) fresh,Oct-23,October,2023,2013.31,10.44,36,Imo ,3411.82,Taraba ,1112.4
1011,Catfish :dried,Oct-23,October,2023,3045.57,13.43,38.84,Enugu ,5417.22,Jigawa ,1750.26
1012,Catfish Smoked,Oct-23,October,2023,2420,10.2,32.91,Imo ,3456.31,Kaduna ,1678.12
1013,Chicken Feet,Oct-23,October,2023,1470.99,12.39,42.82,Delta ,2675,Plateau ,630
1014,Chicken Wings,Oct-23,October,2023,1772.63,8.71,31.49,Delta ,2815.91,Taraba ,699.26
1015,Dried Fish Sardine,Oct-23,October,2023,3280.54,45.92,78.65,Niger ,33344.44,Ondo ,1498.99
1016,Evaporated tinned milk carnation 170g,Oct-23,October,2023,457.26,2.94,71.98,Rivers ,579.17,Kogi ,370
1017,"Evaporated tinned milk(peak), 170g",Oct-23,October,2023,511.77,0.66,62.84,Abia ,602.57,Nassarawa ,378.57
1018,Frozen chicken,Oct-23,October,2023,3394.09,6.84,30.49,Enugu ,5675.21,Taraba ,2264.95
1019,"Gari white,sold loose",Oct-23,October,2023,520.35,11.21,63.68,Delta ,759.29,Kogi ,390.81
1020,"Gari yellow,sold loose",Oct-23,October,2023,540.87,9.01,52.03,Delta ,709.3,Kogi ,373.91
1021,"Groundnut oil: 1 bottle, specify bottle",Oct-23,October,2023,1604.23,7.22,38.37,Ebonyi ,2499.82,Plateau ,1060
1022,Iced Sardine,Oct-23,October,2023,1998.2,6.84,33.63,Imo ,3284.62,Oyo ,1330.79
1023,Irish potato,Oct-23,October,2023,829.14,20.54,63.18,Rivers ,2075,Jigawa ,376.79
1024,Mackerel : frozen,Oct-23,October,2023,2034.95,8.43,32.39,Abia ,3248.68,Ekiti ,1500
1025,Maize grain white sold loose,Oct-23,October,2023,548.96,-3.17,80.25,Rivers ,731.23,Nassarawa ,347.36
1026,Maize grain yellow sold loose,Oct-23,October,2023,538.85,-4.44,75.17,Ebonyi ,733.33,Niger ,350.34
1027,Mudfish (aro) fresh,Oct-23,October,2023,1860.8,10.7,36.98,Cross_River ,2789.96,Kogi ,1072.73
1028,Mudfish : dried,Oct-23,October,2023,2763.21,7.68,27.86,Abia ,5007.97,Jigawa ,1657.13
1029,Onion bulb,Oct-23,October,2023,592.8,14.98,46.11,Bayelsa ,999.6,Kano ,303.46
1030,"Palm oil: 1 bottle,specify bottle",Oct-23,October,2023,1322.55,4.74,36.52,Ogun ,1599.52,Benue ,1033.33
1031,Plantain(ripe),Oct-23,October,2023,627.5,7,75.67,Imo ,1079.64,Kogi ,406.55
1032,Plantain(unripe),Oct-23,October,2023,610.34,12.2,82.85,Akwa_Ibom ,977.84,Niger ,408.57
1033,Rice agric sold loose,Oct-23,October,2023,847.08,6.15,50.85,Abuja ,1117.34,Nassarawa ,675
1034,Rice local sold loose,Oct-23,October,2023,819.42,8.24,68.1,Edo ,1044.17,Zamfara ,660.79
1035,Rice Medium Grained,Oct-23,October,2023,897.49,11.23,64.04,Abuja ,1167.07,Gombe ,641.16
1036,"Rice,imported high quality sold loose",Oct-23,October,2023,1016.12,3.47,47.41,Delta ,1394,Niger ,742.86
1037,Sweet potato,Oct-23,October,2023,403.02,12.04,52.58,Akwa_Ibom ,910.66,Taraba ,200.14
1038,Tilapia fish (epiya) fresh,Oct-23,October,2023,1701.3,13.32,38.91,Edo ,3256.41,Bauchi ,692.86
1039,Titus:frozen,Oct-23,October,2023,2172.99,6.21,30.96,Abia ,3205.3,Jigawa ,1381.07
1040,Tomato,Oct-23,October,2023,675.91,19.48,48.73,Bayelsa ,1344.13,Kwara ,341.95
1041,"Vegetable oil:1 bottle,specify bottle",Oct-23,October,2023,1489.74,5.36,34.69,Abia ,1876.11,Kogi ,1170.37
1042,Wheat flour: prepacked (golden penny 2kg),Oct-23,October,2023,1727.28,13.95,50.92,Katsina ,2195,Kwara ,1400
1043,Yam tuber,Oct-23,October,2023,687.68,15.8,67.79,Akwa_Ibom ,1145.56,Bauchi ,389.94
1001,Agric eggs medium size,Nov-23,November,2023,1202.18,8.09,50.01,Enugu ,1358.5,Taraba ,942.36
1002,Agric eggs(medium size price of one),Nov-23,November,2023,110.1,5.93,36,Bayelsa ,144,Bauchi ,91.43
1003,"Beans brown,sold loose",Nov-23,November,2023,838.85,6.18,44.99,Imo ,1109.75,Jigawa ,575
1004,Beans:white black eye. sold loose,Nov-23,November,2023,800.49,3.94,43.54,Imo ,1309.78,Borno ,536.34
1005,Beef Bone in,Nov-23,November,2023,2630.02,2.82,49.65,Bayelsa ,3431.67,Adamawa ,1987.99
1006,"Beef,boneless",Nov-23,November,2023,3029.5,2.76,29.61,Anambra ,3850.47,Yobe ,2533.33
1007,Bread sliced 500g,Nov-23,November,2023,814.53,7.06,53.96,Rivers ,1187.86,Borno ,510.7
1008,Bread unsliced 500g,Nov-23,November,2023,795.83,8.03,61.75,Rivers ,1130.71,Borno ,504.23
1009,Broken Rice (Ofada),Nov-23,November,2023,940.16,15.81,71.04,Ogun ,1668.83,Zamfara ,686.67
1010,Catfish (obokun) fresh,Nov-23,November,2023,2231.23,10.82,47.35,Imo ,3583.96,Taraba ,1289.45
1011,Catfish :dried,Nov-23,November,2023,3276.63,7.59,43.65,Enugu ,5553.61,Jigawa ,1810.5
1012,Catfish Smoked,Nov-23,November,2023,2816.48,16.38,50.5,Gombe ,3850,Kaduna ,1810
1013,Chicken Feet,Nov-23,November,2023,1791.1,21.76,70.46,Delta ,2725,Abuja ,725
1014,Chicken Wings,Nov-23,November,2023,2046.5,15.45,49.75,Ekiti ,3245,Taraba ,1007.31
1015,Dried Fish Sardine,Nov-23,November,2023,2750.91,11.39,45.97,Nassarawa ,4507.71,Oyo ,1656.67
1016,Evaporated tinned milk carnation 170g,Nov-23,November,2023,469.73,2.73,71.57,Ebonyi ,530.9,Kogi ,390
1017,"Evaporated tinned milk(peak), 170g",Nov-23,November,2023,526.83,2.94,60.98,Abia ,617.89,Niger ,386.9
1018,Frozen chicken,Nov-23,November,2023,3645.89,7.42,37.48,Enugu ,5803.81,Borno ,2900.14
1019,"Gari white,sold loose",Nov-23,November,2023,548.95,5.5,68.48,Cross_River ,762.46,Benue ,390.39
1020,"Gari yellow,sold loose",Nov-23,November,2023,581.09,7.44,61.37,Edo ,726.49,Nassarawa ,391.58
1021,"Groundnut oil: 1 bottle, specify bottle",Nov-23,November,2023,1738.96,8.4,44.99,Ebonyi ,2523.35,Benue ,1211.11
1022,Iced Sardine,Nov-23,November,2023,2222.99,11.25,40.57,Imo ,3298.47,Zamfara ,1425
1023,Irish potato,Nov-23,November,2023,872.63,5.25,64.26,Cross_River ,1893.33,Yobe ,409.17
1024,Mackerel : frozen,Nov-23,November,2023,2205.04,8.36,40.39,Abia ,3385.11,Rivers ,1664.29
1025,Maize grain white sold loose,Nov-23,November,2023,557.33,1.52,75.34,Rivers ,799.37,Bauchi ,365.37
1026,Maize grain yellow sold loose,Nov-23,November,2023,559.18,3.77,76.01,Enugu ,783.74,Niger ,352.9
1027,Mudfish (aro) fresh,Nov-23,November,2023,2131.01,14.52,54.71,Rivers ,3230,Yobe ,1000.6
1028,Mudfish : dried,Nov-23,November,2023,2982.69,7.94,35.27,Abia ,5377.61,Bauchi ,1357.14
1029,Onion bulb,Nov-23,November,2023,683.78,15.35,60.62,Anambra ,872.23,Gombe ,506.41
1030,"Palm oil: 1 bottle,specify bottle",Nov-23,November,2023,1370.16,3.6,36.11,Ondo ,1655.95,Akwa_Ibom ,1133.33
1031,Plantain(ripe),Nov-23,November,2023,693.65,10.54,88.04,Delta ,1219.86,Borno ,350
1032,Plantain(unripe),Nov-23,November,2023,694.69,13.82,103.85,Delta ,1152.75,Adamawa ,362.5
1033,Rice agric sold loose,Nov-23,November,2023,916.69,8.22,59.22,Bayelsa ,1215.53,Adamawa ,690.91
1034,Rice local sold loose,Nov-23,November,2023,867.18,5.83,73.16,Lagos ,1122.42,Kebbi ,688
1035,Rice Medium Grained,Nov-23,November,2023,936.25,4.32,66.85,Oyo ,1182.94,Bauchi ,733.33
1036,"Rice,imported high quality sold loose",Nov-23,November,2023,1137.4,11.94,61.53,Imo ,1405.34,Gombe ,916.76
1037,Sweet potato,Nov-23,November,2023,490.8,21.78,85.28,Akwa_Ibom ,1016.61,Kaduna ,246.38
1038,Tilapia fish (epiya) fresh,Nov-23,November,2023,1979.77,16.37,59.8,Edo ,3313.89,Gombe ,675
1039,Titus:frozen,Nov-23,November,2023,2418.17,11.28,42.73,Abia ,3350,Osun ,1600
1040,Tomato,Nov-23,November,2023,758.65,12.24,66.69,Delta ,1505.16,Kano ,396.04
1041,"Vegetable oil:1 bottle,specify bottle",Nov-23,November,2023,1610.18,8.08,40.87,Osun ,2075,Benue ,1244.44
1042,Wheat flour: prepacked (golden penny 2kg),Nov-23,November,2023,1884.62,9.11,58.41,Zamfara ,2340,Ekiti ,1500
1043,Yam tuber,Nov-23,November,2023,772.72,12.37,83.51,Oyo ,1301.44,Yobe ,365.38
1001,Agric eggs medium size,Dec-23,December,2023,1254.9,4.39,52.09,Lagos ,1433.06,Kogi ,1069.17
1002,Agric eggs(medium size price of one),Dec-23,December,2023,110.04,-0.05,31.78,Abuja ,135.67,Borno ,92.12
1003,"Beans brown,sold loose",Dec-23,December,2023,870.67,3.79,48.54,Akwa_Ibom ,1120.92,Jigawa ,586.04
1004,Beans:white black eye. sold loose,Dec-23,December,2023,829.86,3.67,46.02,Imo ,1320.25,Jigawa ,576.51
1005,Beef Bone in,Dec-23,December,2023,2696.88,2.54,50.24,Cross_River ,3404.89,Adamawa ,2057.8
1006,"Beef,boneless",Dec-23,December,2023,3146.94,3.88,32.38,Osun ,3981.04,Gombe ,2600
